sample_index,time_s,voltage_mV
2440,1.22,2.34183
2441,1.2205,2.33458
2442,1.221,2.32088
2443,1.2215,2.32813
2444,1.222,2.32169
2445,1.2225,2.32733
2446,1.223,2.34183
2447,1.2235,2.35392
2448,1.224,2.3507
2449,1.2245,2.3644
2450,1.225,2.39099
2451,1.2255,2.38696
2452,1.226,2.40147
2453,1.2265,2.40791
2454,1.227,2.42161
2455,1.2275,2.41597
2456,1.228,2.41194
2457,1.2285,2.41516
2458,1.229,2.41516
2459,1.2295,2.39099
2460,1.23,2.38374
2461,1.2305,2.38051
2462,1.231,2.37407
2463,1.2315,2.3644
2464,1.232,2.37004
2465,1.2325,2.3507
2466,1.233,2.35473
2467,1.2335,2.35392
2468,1.234,2.34505
2469,1.2345,2.3378
2470,1.235,2.3378
2471,1.2355,2.33458
2472,1.236,2.34505
2473,1.2365,2.34828
2474,1.237,2.35473
2475,1.2375,2.36601
2476,1.238,2.37568
2477,1.2385,2.39905
2478,1.239,2.39502
2479,1.2395,2.40469
2480,1.24,2.40147
2481,1.2405,2.40549
2482,1.241,2.41516
2483,1.2415,2.41194
2484,1.242,2.40711
2485,1.2425,2.39421
2486,1.243,2.37648
2487,1.2435,2.38615
2488,1.244,2.37407
2489,1.2445,2.36681
2490,1.245,2.35473
2491,1.2455,2.33297
2492,1.246,2.33216
2493,1.2465,2.33216
2494,1.247,1.9937
2495,1.2475,2.33136
2496,1.248,2.33861
2497,1.2485,2.34667
2498,1.249,2.3507
2499,1.2495,2.35714
2500,1.25,2.3644
2501,1.2505,2.37648
2502,1.251,2.38535
2503,1.2515,2.38696
2504,1.252,2.39582
2505,1.2525,2.38938
2506,1.253,2.39502
2507,1.2535,2.39018
2508,1.254,2.38051
2509,1.2545,2.38938
2510,1.255,2.38293
2511,1.2555,2.3789
2512,1.256,2.3781
2513,1.2565,2.37326
2514,1.257,2.36601
2515,1.2575,2.36359
2516,1.258,2.34828
2517,1.2585,2.34667
2518,1.259,2.33216
2519,1.2595,2.33297
2520,1.26,2.32894
2521,1.2605,2.33619
2522,1.261,2.3507
2523,1.2615,2.34747
2524,1.262,2.35714
2525,1.2625,2.36842
2526,1.263,2.3926
2527,1.2635,2.41194
2528,1.264,2.41516
2529,1.2645,2.4063
2530,1.265,2.42081
2531,1.2655,2.42403
2532,1.266,2.43531
2533,1.2665,2.44095
2534,1.267,2.44821
2535,1.2675,2.4474
2536,1.268,2.43853
2537,1.2685,2.43451
2538,1.269,2.42967
2539,1.2695,2.42886
2540,1.27,2.43692
2541,1.2705,2.43128
2542,1.271,2.44176
2543,1.2715,2.4611
2544,1.272,2.4748
2545,1.2725,2.48689
2546,1.273,2.51267
2547,1.2735,2.54169
2548,1.274,2.55861
2549,1.2745,2.57392
2550,1.275,2.60938
2551,1.2755,2.63839
2552,1.276,2.6956
2553,1.2765,2.74799
2554,1.277,2.78989
2555,1.2775,2.83744
2556,1.278,2.87692
2557,1.2785,2.91802
2558,1.279,2.92769
2559,1.2795,2.95429
2560,1.28,2.98249
2561,1.2805,3.0107
2562,1.281,3.03084
2563,1.2815,3.0663
2564,1.282,3.06872
2565,1.2825,3.06388
2566,1.283,3.07275
2567,1.2835,3.06872
2568,1.284,3.07275
2569,1.2845,3.09209
2570,1.285,3.09934
2571,1.2855,3.07275
2572,1.286,3.07194
2573,1.2865,3.05663
2574,1.287,3.04535
2575,1.2875,3.04535
2576,1.288,3.05582
2577,1.2885,3.00989
2578,1.289,2.9696
2579,1.2895,2.91963
2580,1.29,2.86886
2581,1.2905,2.86161
2582,1.291,2.84952
2583,1.2915,2.84066
2584,1.292,2.82132
2585,1.2925,2.78586
2586,1.293,2.74476
2587,1.2935,2.70044
2588,1.294,2.67707
2589,1.2945,2.64161
2590,1.295,2.64081
2591,1.2955,2.61582
2592,1.296,2.58278
2593,1.2965,2.53927
2594,1.297,2.49414
2595,1.2975,2.4619
2596,1.298,2.42806
2597,1.2985,2.35714
2598,1.299,2.30637
2599,1.2995,2.29267
2600,1.3,2.27011
2601,1.3005,2.26044
2602,1.301,2.25158
2603,1.3015,2.2556
2604,1.302,2.26689
2605,1.3025,2.28623
2606,1.303,2.30799
2607,1.3035,2.33216
2608,1.304,2.35634
2609,1.3045,2.36923
2610,1.305,2.38938
2611,1.3055,2.39744
2612,1.306,2.41114
2613,1.3065,2.42161
2614,1.307,2.43209
2615,1.3075,2.44095
2616,1.308,2.44337
2617,1.3085,2.44256
2618,1.309,2.45143
2619,1.3095,2.45385
2620,1.31,2.4611
2621,1.3105,2.49011
2622,1.311,2.4893
2623,1.3115,2.49656
2624,1.312,2.50462
2625,1.3125,2.50945
2626,1.313,2.52396
2627,1.3135,2.52234
2628,1.314,2.51509
2629,1.3145,2.50623
2630,1.315,2.503
2631,1.3155,2.49575
2632,1.316,2.47399
2633,1.3165,2.47641
2634,1.317,2.47319
2635,1.3175,2.47963
2636,1.318,2.46029
2637,1.3185,2.44498
2638,1.319,2.44337
2639,1.3195,2.42564
2640,1.32,2.42403
2641,1.3205,2.41758
2642,1.321,2.40791
2643,1.3215,2.40227
2644,1.322,2.40388
2645,1.3225,2.41194
2646,1.323,2.41516
2647,1.3235,2.43048
2648,1.324,2.43048
2649,1.3245,2.42806
2650,1.325,2.44095
2651,1.3255,2.45223
2652,1.326,2.46916
2653,1.3265,2.46674
2654,1.327,2.47077
2655,1.3275,2.47963
2656,1.328,2.48286
2657,1.3285,2.4893
2658,1.329,2.48447
2659,1.3295,2.47963
2660,1.33,2.47319
2661,1.3305,2.47802
2662,1.331,2.46352
2663,1.3315,2.46271
2664,1.332,2.45385
2665,1.3325,2.45707
2666,1.333,2.45304
2667,1.3335,2.43853
2668,1.334,2.43289
2669,1.3345,2.44095
2670,1.335,2.44418
2671,1.3355,2.43612
2672,1.336,2.4619
2673,1.3365,2.46674
2674,1.337,2.48044
2675,1.3375,2.48608
2676,1.338,2.49656
2677,1.3385,2.503
2678,1.339,2.50703
2679,1.3395,2.52476
2680,1.34,2.52879
2681,1.3405,2.53121
2682,1.341,2.5304
2683,1.3415,2.52234
2684,1.342,2.51509
2685,1.3425,2.51832
2686,1.343,2.50059
2687,1.3435,2.49495
2688,1.344,2.47883
2689,1.3445,2.48205
2690,1.345,2.4619
2691,1.3455,2.45788
2692,1.346,2.45788
2693,1.3465,2.44982
2694,1.347,2.44498
2695,1.3475,2.4474
2696,1.348,2.44982
2697,1.3485,2.4756
2698,1.349,2.47963
2699,1.3495,2.48125
2700,1.35,2.48608
2701,1.3505,2.49495
2702,1.351,2.5022
2703,1.3515,2.49575
2704,1.352,2.50059
2705,1.3525,2.50784
2706,1.353,2.50945
2707,1.3535,2.5022
2708,1.354,2.50623
2709,1.3545,2.49495
2710,1.355,2.48366
2711,1.3555,2.44901
2712,1.356,2.4748
2713,1.3565,2.4611
2714,1.357,2.45385
2715,1.3575,2.45385
2716,1.358,2.45707
2717,1.3585,2.46674
2718,1.359,2.47238
2719,1.3595,2.46916
2720,1.36,2.47077
2721,1.3605,2.49092
2722,1.361,2.48447
2723,1.3615,2.50139
2724,1.362,2.50945
2725,1.3625,2.51509
2726,1.363,2.52476
2727,1.3635,2.54249
2728,1.364,2.56103
2729,1.3645,2.56505
2730,1.365,2.57231
2731,1.3655,2.57311
2732,1.366,2.57634
2733,1.3665,2.56425
2734,1.367,2.557
2735,1.3675,2.54169
2736,1.368,2.53685
2737,1.3685,2.51993
2738,1.369,2.52073
2739,1.3695,2.51832
2740,1.37,2.51832
2741,1.3705,2.5167
2742,1.371,2.51832
2743,1.3715,2.50139
2744,1.372,2.50139
2745,1.3725,2.48447
2746,1.373,2.4885
2747,1.3735,2.49656
2748,1.374,2.50542
2749,1.3745,2.51026
2750,1.375,2.52718
2751,1.3755,2.55216
2752,1.376,2.5578
2753,1.3765,2.56022
2754,1.377,2.57311
2755,1.3775,2.57473
2756,1.378,2.5715
2757,1.3785,2.57311
2758,1.379,2.57392
2759,1.3795,2.56425
2760,1.38,2.56505
2761,1.3805,2.56828
2762,1.381,2.56103
2763,1.3815,2.55136
2764,1.382,2.54007
2765,1.3825,2.53846
2766,1.383,2.52557
2767,1.3835,2.52637
2768,1.384,2.52557
2769,1.3845,2.52637
2770,1.385,2.53121
2771,1.3855,2.51912
2772,1.386,2.52476
2773,1.3865,2.53363
2774,1.387,2.54733
2775,1.3875,2.56022
2776,1.388,2.55216
2777,1.3885,2.55861
2778,1.389,2.58681
2779,1.3895,2.59165
2780,1.39,2.5989
2781,1.3905,2.60857
2782,1.391,2.61099
2783,1.3915,2.60051
2784,1.392,2.60857
2785,1.3925,2.61179
2786,1.393,2.59568
2787,1.3935,2.58601
2788,1.394,2.57634
2789,1.3945,2.56908
2790,1.395,2.55538
2791,1.3955,2.56747
2792,1.396,2.56425
2793,1.3965,2.56103
2794,1.397,2.55861
2795,1.3975,2.55941
2796,1.398,2.57311
2797,1.3985,2.57553
2798,1.399,2.59326
2799,1.3995,2.59729
2800,1.4,2.6126
2801,1.4005,2.63839
2802,1.401,2.64484
2803,1.4015,2.66256
2804,1.402,2.67707
2805,1.4025,2.67062
2806,1.403,2.68352
2807,1.4035,2.68029
2808,1.404,2.68674
2809,1.4045,2.67788
2810,1.405,2.6811
2811,1.4055,2.68432
2812,1.406,2.67304
2813,1.4065,2.66498
2814,1.407,2.64242
2815,1.4075,2.64967
2816,1.408,2.64484
2817,1.4085,2.62952
2818,1.409,2.63597
2819,1.4095,2.62388
2820,1.41,2.96396
2821,1.4105,2.63033
2822,1.411,2.64484
2823,1.4115,2.64484
2824,1.412,2.65531
2825,1.4125,2.66498
2826,1.413,2.6811
2827,1.4135,2.69319
2828,1.414,2.69641
2829,1.4145,2.70125
2830,1.415,2.7093
2831,1.4155,2.71656
2832,1.416,2.72462
2833,1.4165,2.73267
2834,1.417,2.73751
2835,1.4175,2.72864
2836,1.418,2.72462
2837,1.4185,2.71575
2838,1.419,2.7085
2839,1.4195,2.7093
2840,1.42,2.69641
2841,1.4205,2.68674
2842,1.421,2.68513
2843,1.4215,2.67949
2844,1.422,2.67385
2845,1.4225,2.67868
2846,1.423,2.68916
2847,1.4235,2.69238
2848,1.424,2.69399
2849,1.4245,2.68352
2850,1.425,2.72462
2851,1.4255,2.73993
2852,1.426,2.75927
2853,1.4265,2.76974
2854,1.427,2.76571
2855,1.4275,2.77941
2856,1.428,2.77619
2857,1.4285,2.77619
2858,1.429,2.77377
2859,1.4295,2.77538
2860,1.43,2.78022
2861,1.4305,2.76007
2862,1.431,2.76571
2863,1.4315,2.74073
2864,1.432,2.72864
2865,1.4325,2.7367
2866,1.433,2.73509
2867,1.4335,2.72462
2868,1.434,2.72381
2869,1.4345,2.70447
2870,1.435,2.72139
2871,1.4355,2.71656
2872,1.436,2.71978
2873,1.4365,2.73348
2874,1.437,2.74396
2875,1.4375,2.76974
2876,1.438,2.78103
2877,1.4385,2.79875
2878,1.439,2.80198
2879,1.4395,2.80198
2880,1.44,2.80601
2881,1.4405,2.80198
2882,1.441,2.80842
2883,1.4415,2.8189
2884,1.442,2.80601
2885,1.4425,2.81004
2886,1.443,2.79956
2887,1.4435,2.7915
2888,1.444,2.777
2889,1.4445,2.77297
2890,1.445,2.77619
2891,1.4455,2.76733
2892,1.446,2.76007
2893,1.4465,2.75685
2894,1.447,2.75927
2895,1.4475,2.7641
2896,1.448,2.75443
2897,1.4485,2.75282
2898,1.449,2.75685
2899,1.4495,2.76733
2900,1.45,2.75846
2901,1.4505,2.76733
2902,1.451,2.77538
2903,1.4515,2.78425
2904,1.452,2.78667
2905,1.4525,2.79231
2906,1.453,2.77377
2907,1.4535,2.77941
2908,1.454,2.7915
2909,1.4545,2.76974
2910,1.455,2.76974
2911,1.4555,2.77619
2912,1.456,2.75766
2913,1.4565,2.74799
2914,1.457,2.73106
2915,1.4575,2.71575
2916,1.458,2.72139
2917,1.4585,2.71897
2918,1.459,2.7093
2919,1.4595,2.69883
2920,1.46,2.70527
2921,1.4605,2.70286
2922,1.461,2.70769
2923,1.4615,2.71414
2924,1.462,2.70608
2925,1.4625,2.71575
2926,1.463,2.70769
2927,1.4635,2.71092
2928,1.464,2.71253
2929,1.4645,2.7093
2930,1.465,2.69399
2931,1.4655,2.70044
2932,1.466,2.68916
2933,1.4665,2.68271
2934,1.467,2.67949
2935,1.4675,2.67304
2936,1.468,2.68029
2937,1.4685,2.67223
2938,1.469,2.65612
2939,1.4695,2.64484
2940,1.47,2.63194
2941,1.4705,2.6263
2942,1.471,2.60615
2943,1.4715,2.61018
2944,1.472,2.60857
2945,1.4725,2.59971
2946,1.473,2.61018
2947,1.4735,2.62388
2948,1.474,2.63033
2949,1.4745,2.6263
2950,1.475,2.63436
2951,1.4755,2.63839
2952,1.476,2.63839
2953,1.4765,2.63436
2954,1.477,2.63919
2955,1.4775,2.63516
2956,1.478,2.63839
2957,1.4785,2.64081
2958,1.479,2.61744
2959,1.4795,2.60374
2960,1.48,2.58762
2961,1.4805,2.58037
2962,1.481,2.56103
2963,1.4815,2.54733
2964,1.482,2.53604
2965,1.4825,2.52234
2966,1.483,2.50784
2967,1.4835,2.49011
2968,1.484,2.48447
2969,1.4845,2.46674
2970,1.485,2.45868
2971,1.4855,2.45385
2972,1.486,2.4611
2973,1.4865,2.45788
2974,1.487,2.4893
2975,1.4875,2.48286
2976,1.488,2.4885
2977,1.4885,2.48608
2978,1.489,2.49897
2979,1.4895,2.49897
2980,1.49,2.49897
2981,1.4905,2.503
2982,1.491,2.50864
2983,1.4915,2.51348
2984,1.492,2.50059
2985,1.4925,2.50784
2986,1.493,2.50059
2987,1.4935,2.49575
2988,1.494,2.47722
2989,1.4945,2.46513
2990,1.495,2.45385
2991,1.4955,2.44418
2992,1.496,2.43209
2993,1.4965,2.42967
2994,1.497,2.43451
2995,1.4975,2.43128
2996,1.498,2.43773
2997,1.4985,2.43048
2998,1.499,2.43128
2999,1.4995,2.43289
3000,1.5,2.42564
3001,1.5005,2.42242
3002,1.501,2.42886
3003,1.5015,2.44337
3004,1.502,2.44095
3005,1.5025,2.4474
3006,1.503,2.45626
3007,1.5035,2.46593
3008,1.504,2.4756
3009,1.5045,2.46513
3010,1.505,2.4611
3011,1.5055,2.45385
3012,1.506,2.45143
3013,1.5065,2.45304
3014,1.507,2.44659
3015,1.5075,2.46029
3016,1.508,2.45788
3017,1.5085,2.4474
3018,1.509,2.43289
3019,1.5095,2.42806
3020,1.51,2.43048
3021,1.5105,2.42725
3022,1.511,2.42161
3023,1.5115,2.42564
3024,1.512,2.44095
3025,1.5125,2.44821
3026,1.513,2.45949
3027,1.5135,2.47238
3028,1.514,2.47722
3029,1.5145,2.47883
3030,1.515,2.47238
3031,1.5155,2.48366
3032,1.516,2.47399
3033,1.5165,2.47077
3034,1.517,2.45788
3035,1.5175,2.4474
3036,1.518,2.43773
3037,1.5185,2.42806
3038,1.519,2.41275
3039,1.5195,2.39985
3040,1.52,2.39099
3041,1.5205,2.38454
3042,1.521,2.38535
3043,1.5215,2.39985
3044,1.522,2.39582
3045,1.5225,2.39744
3046,1.523,2.39341
3047,1.5235,2.40227
3048,1.524,2.41839
3049,1.5245,2.42886
3050,1.525,2.44015
3051,1.5255,2.45788
3052,1.526,2.45788
3053,1.5265,2.4756
3054,1.527,2.47077
3055,1.5275,2.47722
3056,1.528,2.46271
3057,1.5285,2.46755
3058,1.529,2.4619
3059,1.5295,2.45707
3060,1.53,2.4619
3061,1.5305,2.44901
3062,1.531,2.43612
3063,1.5315,2.44095
3064,1.532,2.42564
3065,1.5325,2.43289
3066,1.533,2.43128
3067,1.5335,2.43451
3068,1.534,2.42161
3069,1.5345,2.42242
3070,1.535,2.42484
3071,1.5355,2.42
3072,1.536,2.43128
3073,1.5365,2.41194
3074,1.537,2.42161
3075,1.5375,2.42564
3076,1.538,2.43128
3077,1.5385,2.44095
3078,1.539,2.46674
3079,1.5395,2.45465
3080,1.54,2.45304
3081,1.5405,2.47077
3082,1.541,2.46835
3083,1.5415,2.47399
3084,1.542,2.47077
3085,1.5425,2.47319
3086,1.543,2.45304
3087,1.5435,2.45465
3088,1.544,2.4619
3089,1.5445,2.45385
3090,1.545,2.45788
3091,1.5455,2.44095
3092,1.546,2.4474
3093,1.5465,2.45304
3094,1.547,2.4474
3095,1.5475,2.44498
3096,1.548,2.45062
3097,1.5485,2.45788
3098,1.549,2.44982
3099,1.5495,2.45707
3100,1.55,2.46029
3101,1.5505,2.46593
3102,1.551,2.4748
3103,1.5515,2.49656
3104,1.552,2.49978
3105,1.5525,2.4893
3106,1.553,2.49092
3107,1.5535,2.50139
3108,1.554,2.48769
3109,1.5545,2.49333
3110,1.555,2.49333
3111,1.5555,2.49011
3112,1.556,2.48447
3113,1.5565,2.48447
3114,1.557,2.46352
3115,1.5575,2.46674
3116,1.558,2.44901
3117,1.5585,2.43531
3118,1.559,2.42967
3119,1.5595,2.42725
3120,1.56,2.42806
3121,1.5605,2.43209
3122,1.561,2.43934
3123,1.5615,2.45143
3124,1.562,2.46432
3125,1.5625,2.46432
3126,1.563,2.49172
3127,1.5635,2.49414
3128,1.564,2.51267
3129,1.5645,2.503
3130,1.565,2.51187
3131,1.5655,2.50623
3132,1.566,2.50623
3133,1.5665,2.50864
3134,1.567,2.49897
3135,1.5675,2.48447
3136,1.568,2.47963
3137,1.5685,2.46513
3138,1.569,2.45626
3139,1.5695,2.45546
3140,1.57,2.44982
3141,1.5705,2.4474
3142,1.571,2.44982
3143,1.5715,2.43289
3144,1.572,2.43853
3145,1.5725,2.43209
3146,1.573,2.43209
3147,1.5735,2.43209
3148,1.574,2.43773
3149,1.5745,2.4474
3150,1.575,2.45304
3151,1.5755,2.46432
3152,1.576,2.46755
3153,1.5765,2.4611
3154,1.577,2.47319
3155,1.5775,2.46674
3156,1.578,2.4619
3157,1.5785,2.45707
3158,1.579,2.45868
3159,1.5795,2.45788
3160,1.58,2.45223
3161,1.5805,2.45868
3162,1.581,2.45707
3163,1.5815,2.4474
3164,1.582,2.44256
3165,1.5825,2.46271
3166,1.583,2.46674
3167,1.5835,2.4756
3168,1.584,2.4756
3169,1.5845,2.4893
3170,1.585,2.49656
3171,1.5855,2.51026
3172,1.586,2.52396
3173,1.5865,2.53524
3174,1.587,2.54652
3175,1.5875,2.56667
3176,1.588,2.55216
3177,1.5885,2.557
3178,1.589,2.56667
3179,1.5895,2.5578
3180,1.59,2.55861
3181,1.5905,2.55619
3182,1.591,2.55861
3183,1.5915,2.55458
3184,1.592,2.55136
3185,1.5925,2.5441
3186,1.593,2.55458
3187,1.5935,2.54652
3188,1.594,2.56022
3189,1.5945,2.57714
3190,1.595,2.58681
3191,1.5955,2.59245
3192,1.596,2.59568
3193,1.5965,2.60132
3194,1.597,2.59729
3195,1.5975,2.59004
3196,1.598,2.58278
3197,1.5985,2.5844
3198,1.599,2.57473
3199,1.5995,2.58037
3200,1.6,2.56022
3201,1.6005,2.53766
3202,1.601,2.557
3203,1.6015,2.55458
3204,1.602,2.55055
3205,1.6025,2.53524
3206,1.603,2.49897
3207,1.6035,2.48689
3208,1.604,2.46674
3209,1.6045,2.44095
3210,1.605,2.42484
3211,1.6055,2.41919
3212,1.606,2.41275
3213,1.6065,2.38696
3214,1.607,2.38132
3215,1.6075,2.38696
3216,1.608,2.38374
3217,1.6085,2.38293
3218,1.609,2.37004
3219,1.6095,2.3652
3220,1.61,2.36762
3221,1.6105,2.36278
3222,1.611,2.36359
3223,1.6115,2.36681
3224,1.612,2.36923
3225,1.6125,2.37326
3226,1.613,2.3789
3227,1.6135,2.39663
3228,1.614,2.38132
3229,1.6145,2.40147
3230,1.615,2.41758
3231,1.6155,2.42242
3232,1.616,2.42242
3233,1.6165,2.41033
3234,1.617,2.40227
3235,1.6175,2.39663
3236,1.618,2.37568
3237,1.6185,2.37487
3238,1.619,2.35795
3239,1.6195,2.34586
3240,1.62,2.34586
3241,1.6205,2.34667
3242,1.621,2.3378
3243,1.6215,2.36842
3244,1.622,2.3789
3245,1.6225,2.37568
3246,1.623,2.36762
3247,1.6235,2.38051
3248,1.624,2.38696
3249,1.6245,2.40227
3250,1.625,2.4063
3251,1.6255,2.41516
3252,1.626,2.42806
3253,1.6265,2.43612
3254,1.627,2.44498
3255,1.6275,2.45626
3256,1.628,2.47077
3257,1.6285,2.4748
3258,1.629,2.46835
3259,1.6295,2.47077
3260,1.63,2.47722
3261,1.6305,2.47158
3262,1.631,2.47077
3263,1.6315,2.47399
3264,1.632,2.46916
3265,1.6325,2.46029
3266,1.633,2.45707
3267,1.6335,2.44982
3268,1.634,2.43209
3269,1.6345,2.42806
3270,1.635,2.44095
3271,1.6355,2.43209
3272,1.636,2.43853
3273,1.6365,2.44579
3274,1.637,2.44901
3275,1.6375,2.46513
3276,1.638,2.47399
3277,1.6385,2.47963
3278,1.639,2.48366
3279,1.6395,2.49575
3280,1.64,2.48044
3281,1.6405,2.47883
3282,1.641,2.48205
3283,1.6415,2.47883
3284,1.642,2.48366
3285,1.6425,2.46996
3286,1.643,2.47319
3287,1.6435,2.46513
3288,1.644,2.47722
3289,1.6445,2.46835
3290,1.645,2.47077
3291,1.6455,2.47319
3292,1.646,2.45143
3293,1.6465,2.4474
3294,1.647,2.45788
3295,1.6475,2.48447
3296,1.648,2.49253
3297,1.6485,2.50623
3298,1.649,2.50703
3299,1.6495,2.51832
3300,1.65,2.52234
3301,1.6505,2.52718
3302,1.651,2.53121
3303,1.6515,2.52879
3304,1.652,2.51912
3305,1.6525,2.53201
3306,1.653,2.52476
3307,1.6535,2.5159
3308,1.654,2.503
3309,1.6545,2.48366
3310,1.655,2.46674
3311,1.6555,2.45465
3312,1.656,2.44821
3313,1.6565,2.44256
3314,1.657,2.45465
3315,1.6575,2.44579
3316,1.658,2.44256
3317,1.6585,2.44337
3318,1.659,2.44256
3319,1.6595,2.46513
3320,1.66,2.48447
3321,1.6605,2.49253
3322,1.661,2.503
3323,1.6615,2.52476
3324,1.662,2.54249
3325,1.6625,2.57392
3326,1.663,2.58198
3327,1.6635,2.60051
3328,1.664,2.61018
3329,1.6645,2.60938
3330,1.665,2.60777
3331,1.6655,2.59487
3332,1.666,2.60212
3333,1.6665,2.60857
3334,1.667,2.60615
3335,1.6675,2.58842
3336,1.668,2.5715
3337,1.6685,2.56667
3338,1.669,2.54491
3339,1.6695,2.5304
3340,1.67,2.51348
3341,1.6705,2.50864
3342,1.671,2.4885
3343,1.6715,2.45385
3344,1.672,2.43853
3345,1.6725,2.41033
3346,1.673,2.40791
3347,1.6735,2.41033
3348,1.674,2.41275
3349,1.6745,2.41839
3350,1.675,2.44095
3351,1.6755,2.45143
3352,1.676,2.45546
3353,1.6765,2.46674
3354,1.677,2.47238
3355,1.6775,2.46513
3356,1.678,2.46674
3357,1.6785,2.47399
3358,1.679,2.47238
3359,1.6795,2.45949
3360,1.68,2.45143
3361,1.6805,2.45385
3362,1.681,2.45385
3363,1.6815,2.4611
3364,1.682,2.4611
3365,1.6825,2.46996
3366,1.683,2.47319
3367,1.6835,2.4619
3368,1.684,2.4611
3369,1.6845,2.45143
3370,1.685,2.46674
3371,1.6855,2.4756
3372,1.686,2.47722
3373,1.6865,2.49011
3374,1.687,2.49897
3375,1.6875,2.48769
3376,1.688,2.50381
3377,1.6885,2.50784
3378,1.689,2.51509
3379,1.6895,2.52234
3380,1.69,2.52234
3381,1.6905,2.52637
3382,1.691,2.52396
3383,1.6915,2.50784
3384,1.692,2.50945
3385,1.6925,2.51106
3386,1.693,2.51832
3387,1.6935,2.50945
3388,1.694,2.5159
3389,1.6945,2.50945
3390,1.695,2.49011
3391,1.6955,2.48366
3392,1.696,2.4885
3393,1.6965,2.49253
3394,1.697,2.50462
3395,1.6975,2.49011
3396,1.698,2.50059
3397,1.6985,2.50945
3398,1.699,2.51509
3399,1.6995,2.51026
3400,1.7,2.5159
3401,1.7005,2.50703
3402,1.701,2.5159
3403,1.7015,2.5159
3404,1.702,2.51832
3405,1.7025,2.52234
3406,1.703,2.51993
3407,1.7035,2.51509
3408,1.704,2.52073
3409,1.7045,2.53927
3410,1.705,2.54088
3411,1.7055,2.52396
3412,1.706,2.50864
3413,1.7065,2.49897
3414,1.707,2.48608
3415,1.7075,2.47238
3416,1.708,2.47077
3417,1.7085,2.47319
3418,1.709,2.46916
3419,1.7095,2.46352
3420,1.71,2.46432
3421,1.7105,2.46996
3422,1.711,2.47883
3423,1.7115,2.49495
3424,1.712,2.49011
3425,1.7125,2.503
3426,1.713,2.50059
3427,1.7135,2.50945
3428,1.714,2.51832
3429,1.7145,2.51832
3430,1.715,2.5304
3431,1.7155,2.53121
3432,1.716,2.53766
3433,1.7165,2.54491
3434,1.717,2.53846
3435,1.7175,2.54088
3436,1.718,2.52799
3437,1.7185,2.53121
3438,1.719,2.5296
3439,1.7195,2.52154
3440,1.72,2.49656
3441,1.7205,2.49333
3442,1.721,2.48527
3443,1.7215,2.4748
3444,1.722,2.48286
3445,1.7225,2.48286
3446,1.723,2.47399
3447,1.7235,2.48125
3448,1.724,2.4748
3449,1.7245,2.47399
3450,1.725,2.47158
3451,1.7255,2.47963
3452,1.726,2.47319
3453,1.7265,2.48286
3454,1.727,2.48125
3455,1.7275,2.48366
3456,1.728,2.48044
3457,1.7285,2.49011
3458,1.729,2.48286
3459,1.7295,2.47319
3460,1.73,2.48205
3461,1.7305,2.47883
3462,1.731,2.47963
3463,1.7315,2.47722
3464,1.732,2.46674
3465,1.7325,2.4619
3466,1.733,2.46432
3467,1.7335,2.45868
3468,1.734,2.46271
3469,1.7345,2.45788
3470,1.735,2.47077
3471,1.7355,2.47319
3472,1.736,2.46432
3473,1.7365,2.45385
3474,1.737,2.46513
3475,1.7375,2.46916
3476,1.738,2.4619
3477,1.7385,2.46513
3478,1.739,2.47722
3479,1.7395,2.48527
3480,1.74,2.49253
3481,1.7405,2.48447
3482,1.741,2.49092
3483,1.7415,2.49011
3484,1.742,2.49897
3485,1.7425,2.48447
3486,1.743,2.48044
3487,1.7435,2.47722
3488,1.744,2.4756
3489,1.7445,2.46755
3490,1.745,2.46432
3491,1.7455,2.47077
3492,1.746,2.47077
3493,1.7465,2.46271
3494,1.747,2.46916
3495,1.7475,2.48286
3496,1.748,2.47963
3497,1.7485,2.50139
3498,1.749,2.49414
3499,1.7495,2.50542
3500,1.75,2.50945
3501,1.7505,2.53201
3502,1.751,2.54088
3503,1.7515,2.55458
3504,1.752,2.56747
3505,1.7525,2.57231
3506,1.753,2.56505
3507,1.7535,2.57634
3508,1.754,2.5707
3509,1.7545,2.56425
3510,1.755,2.55458
3511,1.7555,2.5433
3512,1.756,2.53363
3513,1.7565,2.52476
3514,1.757,2.52234
3515,1.7575,2.5159
3516,1.758,2.50381
3517,1.7585,2.47158
3518,1.759,2.45788
3519,1.7595,2.46271
3520,1.76,2.44095
3521,1.7605,2.45788
3522,1.761,2.43612
3523,1.7615,2.45385
3524,1.762,2.46674
3525,1.7625,2.47399
3526,1.763,2.50703
3527,1.7635,2.5296
3528,1.764,2.53363
3529,1.7645,2.53282
3530,1.765,2.54652
3531,1.7655,2.5441
3532,1.766,2.53604
3533,1.7665,2.53604
3534,1.767,2.54088
3535,1.7675,2.53443
3536,1.768,2.53927
3537,1.7685,2.53927
3538,1.769,2.52557
3539,1.7695,2.51509
3540,1.77,2.50945
3541,1.7705,2.50703
3542,1.771,2.503
3543,1.7715,2.49817
3544,1.772,2.503
3545,1.7725,2.49495
3546,1.773,2.48689
3547,1.7735,2.50059
3548,1.774,2.503
3549,1.7745,2.51832
3550,1.775,2.53927
3551,1.7755,2.56344
3552,1.776,2.59165
3553,1.7765,2.62872
3554,1.777,2.65128
3555,1.7775,2.6674
3556,1.778,2.68352
3557,1.7785,2.70044
3558,1.779,2.72784
